,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_after_onehot,income_before_onehot
41616,White,Female,30,Self-emp-inc,13,Craft-repair,<=50K,>50K,-0.3702129515700287,0.3381095727192834,1,1,0
6000,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,1,0
10715,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
40097,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242413782,0.9247276309114513,2,1,0
13365,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.7084676883910176,1.5828647983146837,1,1,1
11243,White,Male,40,Self-emp-inc,9,Farming-fishing,>50K,>50K,-0.33207771370511935,0.3766200574990099,1,1,1
48057,White,Male,30,Self-emp-inc,10,Protective-serv,<=50K,>50K,-0.35933895872334704,0.46748848181238495,1,1,0
27342,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
1294,White,Female,60,Private,9,Exec-managerial,<=50K,>50K,0.0891646302573106,0.09328665922026769,0,1,0
45314,White,Male,60,Private,9,Craft-repair,<=50K,>50K,0.04371910307197282,-0.12931728297616388,0,1,0
9258,White,Male,60,Private,9,Craft-repair,<=50K,>50K,0.04371910307197282,-0.12931728297616388,0,1,0
24925,Non-White,Male,30,Self-emp-not-inc,13,Other-service,>50K,>50K,-0.230863437018958,0.019394750871752506,0,1,1
37828,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6497982704811992,1.4590398816610253,1,1,1
26282,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.6272870706604645,1.1159911177943589,1,1,1
48460,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.7084676883910176,1.5828647983146837,1,1,1
27177,White,Female,40,Private,11,Prof-specialty,<=50K,>50K,-0.3443499709733413,0.42631181952274677,1,1,0
24051,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.15644665255766885,-0.39485596379996446,0,1,0
29795,White,Female,40,Private,14,Prof-specialty,<=50K,>50K,-0.4690602634718563,0.8932103343026729,1,1,0
14798,White,Female,40,Private,9,Craft-repair,<=50K,>50K,-0.1327563495569228,-0.2937303775439211,0,1,0
3711,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6252562463805974,1.3376958634330953,1,1,1
6742,White,Female,30,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5459861978356012,1.1896251046364406,1,1,0
26149,White,Male,50,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.6116461158512851,1.1030744874541574,1,1,1
12610,White,Female,60,Private,13,Exec-managerial,<=50K,>50K,-0.05370783059381031,0.41602839294152927,1,1,0
8728,White,Male,30,State-gov,9,Protective-serv,<=50K,>50K,-0.39858041163872504,0.43702191035299637,1,1,0
9876,White,Female,50,Private,15,Prof-specialty,>50K,>50K,-0.4423570283612807,1.0518092300437394,1,1,1
39863,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
28869,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577386246,0.16254952055766564,1,1,0
28281,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.6347549261634089,1.1700112149359072,1,1,1
48339,White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.36133179573979435,0.23381027226296286,1,1,1
4332,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.12691529066775564,-0.4342224385533481,0,1,0
13607,Non-White,Female,50,Local-gov,14,Exec-managerial,<=50K,>50K,-0.42422800068256644,0.904424203241562,1,1,0
17650,White,Female,40,Local-gov,11,Adm-clerical,<=50K,>50K,-0.259287741232376,0.22847692242390974,1,1,0
21943,White,Male,30,Private,14,Adm-clerical,>50K,>50K,-0.3716733843256733,0.23128588736690223,1,1,1
29374,White,Male,60,Private,13,Exec-managerial,>50K,>50K,-0.16739316375354088,0.4910416498942235,1,1,1
12363,White,Female,50,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5372290603287834,1.2853690463159937,1,1,0
2094,Non-White,Male,40,Private,10,Exec-managerial,>50K,>50K,-0.2203184140835672,0.02432396443234272,0,1,1
43946,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,1,0
20013,White,Male,40,State-gov,9,Other-service,<=50K,>50K,-0.22822994690765225,0.0786864285505862,0,1,0
22449,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
37203,Non-White,Male,50,State-gov,13,Machine-op-inspct,<=50K,>50K,-0.36332365697927554,0.27328531910622555,1,1,0
44285,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
18439,White,Male,60,Unknown,13,Unknown,<=50K,>50K,1.9943157815626613,1.2474693646327129,2,1,0
8755,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,1,0
13765,White,Male,50,Unknown,11,Unknown,>50K,>50K,1.7938992872260187,0.9621614526428474,2,1,1
43162,Non-White,Male,30,Private,9,Sales,<=50K,>50K,-0.12860840808514284,-0.4345777507322108,0,1,0
6508,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
27236,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
12481,White,Male,30,Private,11,Tech-support,<=50K,>50K,-0.3196485031763252,-0.11003949540003599,0,1,0
29745,Non-White,Male,50,Federal-gov,14,Exec-managerial,>50K,>50K,-0.5137421311005894,0.7803773771748971,1,1,1
12629,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
46615,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.29013946459044443,-0.042443939670031294,0,1,0
46488,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
27006,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
44659,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.3193265922818348,0.20528453709853609,1,1,0
19232,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5705282219362029,1.3109691228643707,1,1,0
33069,White,Female,30,Unknown,13,Unknown,<=50K,>50K,1.8423823530343673,0.9617122518370254,2,1,0
5183,White,Male,60,Private,4,Transport-moving,<=50K,>50K,0.19202490643726608,-0.016445413975690486,0,1,0
9870,White,Male,50,Federal-gov,15,Adm-clerical,>50K,>50K,-0.4468089290383384,0.7299275068782375,1,1,1
20123,White,Male,40,Private,11,Sales,<=50K,>50K,-0.29565233840304933,-0.04984641555771878,0,1,0
36623,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5766801148047538,0.8320840470490335,1,1,1
9051,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6497982704811992,1.4590398816610253,1,1,1
16809,White,Female,40,Private,12,Exec-managerial,<=50K,>50K,-0.24764646258006373,0.15879701531026866,1,1,0
47063,White,Female,30,State-gov,15,Prof-specialty,>50K,>50K,-0.5711932846493323,1.4124184186008404,1,1,1
47594,White,Female,20,Self-emp-not-inc,13,Prof-specialty,<=50K,>50K,-0.30225747601475267,0.6641448437438922,1,1,0
5547,White,Female,40,Private,13,Adm-clerical,<=50K,>50K,-0.21426491261259356,-0.018973868311362604,0,1,0
15484,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.5012770880955162,0.576888311004731,1,1,1
37531,White,Female,40,Local-gov,13,Prof-specialty,<=50K,>50K,-0.502263059282252,1.01437860591087,1,1,0
12398,Non-White,Male,50,Private,10,Prof-specialty,>50K,>50K,-0.2439457369116166,0.2687151499066717,1,1,1
21150,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.1627076561345846,0.060264288531374235,0,1,0
44101,White,Male,50,Private,15,Exec-managerial,>50K,>50K,-0.49911587708554234,0.8568312249737277,1,1,1
22783,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
5160,White,Female,30,Local-gov,13,Prof-specialty,<=50K,>50K,-0.4777210351816503,0.8930345876829398,1,1,0
40795,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.1897458141650884,-0.36925588725158753,0,1,0
16296,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.6347549261634089,1.1700112149359072,1,1,1
44131,White,Male,50,Private,9,Protective-serv,<=50K,>50K,-0.26974415535067353,0.07641272179589541,0,1,0
43676,White,Female,30,Private,13,Tech-support,<=50K,>50K,-0.26240829986115877,-0.014744754526304776,0,1,0
33213,White,Male,40,Local-gov,10,Transport-moving,<=50K,>50K,-0.28304426684798956,0.2303514080526687,1,1,0
44543,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
11313,White,Male,40,Self-emp-not-inc,11,Sales,<=50K,>50K,-0.3561090857558176,0.256770902558496,1,1,0
16729,Non-White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.30525722052904636,0.12285669121123713,1,1,1
40231,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
21515,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705264806,0.620340517821499,1,1,1
30862,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577386246,0.16254952055766564,1,1,0
4993,White,Male,50,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.6751685267835981,1.5572647217663067,1,1,1
12816,White,Male,60,Private,14,Exec-managerial,>50K,>50K,-0.23565832640749174,0.7876321668477243,1,1,1
47265,White,Female,30,State-gov,16,Prof-specialty,<=50K,>50K,-0.6166066876843103,1.430007069991937,1,1,0
45788,Non-White,Male,40,Private,13,Adm-clerical,<=50K,>50K,-0.2718756705615762,-0.05491419241039411,0,1,0
38303,Non-White,Male,30,Private,10,Adm-clerical,<=50K,>50K,-0.06617268621312251,-0.4426224774334162,0,1,0
8539,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.3068984300694217,0.08790019752498779,1,1,0
34517,White,Female,40,Private,12,Exec-managerial,<=50K,>50K,-0.24764646258006373,0.15879701531026866,1,1,0
1111,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577386246,0.16254952055766564,1,1,0
4060,White,Male,60,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.08497745025518827,0.47491723428917665,1,1,1
22948,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,1,0
18313,White,Male,50,Private,6,Craft-repair,<=50K,>50K,-0.03212108836659782,-0.31557092111459223,0,1,0
2815,White,Male,40,Private,9,Adm-clerical,<=50K,>50K,-0.18507778492120325,-0.26670234507992996,0,1,0
2389,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
41282,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,1,0
1530,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.41255421560038175,0.42707890038492136,1,1,1
1368,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
26581,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
26404,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
22118,White,Male,60,Self-emp-not-inc,13,Exec-managerial,>50K,>50K,-0.22784991110630917,0.7976589680104382,1,1,1
2098,White,Female,30,Private,14,Prof-specialty,<=50K,>50K,-0.4445182393712546,0.7718663160747429,1,1,0
11548,White,Male,40,Private,12,Handlers-cleaners,<=50K,>50K,-0.20425554419698816,-0.24943399351881781,0,1,0
46981,White,Male,40,Self-emp-not-inc,12,Craft-repair,<=50K,>50K,-0.35354873711816986,0.24281039123005183,1,1,0
8524,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.35548606182171494,0.4325407825803716,1,1,0
4411,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.3083269896226084,-0.18762740292432087,0,1,0
29206,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
48645,White,Male,30,Private,12,Craft-repair,<=50K,>50K,-0.26854996566479983,-0.18515094511409302,0,1,0
41130,White,Male,30,Self-emp-inc,10,Craft-repair,<=50K,>50K,-0.3027373244819073,0.14675856287688566,1,1,0
14621,White,Male,50,Federal-gov,9,Other-service,<=50K,>50K,-0.152148422241638,-0.1845680726921063,0,1,0
27181,White,Male,30,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3709771304563001,0.4443757620260114,1,1,1
44126,White,Male,50,Private,9,Adm-clerical,<=50K,>50K,-0.1517786233137837,-0.2923024216283069,0,1,0
28782,Non-White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.12753658400857268,-0.3946372529447132,0,1,0
8181,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,1,0
48154,White,Male,50,Federal-gov,10,Adm-clerical,>50K,>50K,-0.19078687963969168,-0.017226249159798725,0,1,1
36788,Non-White,Male,30,Local-gov,9,Protective-serv,<=50K,>50K,-0.32389467611108996,0.28747398762631415,1,1,0
20379,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,1,0
41308,White,Male,30,Private,11,Prof-specialty,<=50K,>50K,-0.4334932800324702,0.37998105824751083,1,1,0
46894,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
5313,Non-White,Male,40,Private,11,Prof-specialty,>50K,>50K,-0.40196072892232393,0.39037149542371524,1,1,1
39710,Non-White,Female,20,Local-gov,13,Prof-specialty,<=50K,>50K,-0.287194111915583,0.6643327331376494,1,1,0
16842,White,Male,40,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.6449452774587047,1.1286745640025342,1,1,1
28066,White,Male,40,Local-gov,9,Transport-moving,<=50K,>50K,-0.32133276624472057,0.17397394112649908,1,1,0
17234,White,Male,30,Self-emp-not-inc,13,Exec-managerial,<=50K,>50K,-0.49346867279433365,0.586915112167445,1,1,0
41281,White,Male,20,Private,13,Craft-repair,<=50K,>50K,-0.2303197714118532,-0.1350676785914601,0,1,0
15180,White,Male,60,Private,12,Adm-clerical,>50K,>50K,0.05843269381867484,-0.02239231375980288,0,1,1
22600,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
34711,White,Male,30,Self-emp-not-inc,14,Farming-fishing,<=50K,>50K,-0.46000389519977103,0.7507833732921838,1,1,0
29739,White,Female,30,Private,12,Adm-clerical,<=50K,>50K,-0.09350073470961907,-0.30814942655549027,0,1,0
41086,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
27867,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
4406,White,Female,30,State-gov,10,Exec-managerial,<=50K,>50K,-0.2582447508152166,0.3952734005400982,1,1,0
1671,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,1,0
45089,White,Male,50,State-gov,13,Adm-clerical,>50K,>50K,-0.4147302029461384,0.48679244232960883,1,1,1
36649,White,Male,30,Private,12,Craft-repair,<=50K,>50K,-0.26854996566479983,-0.18515094511409302,0,1,0
9019,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
41930,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
43460,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
23132,White,Male,50,Unknown,11,Unknown,>50K,>50K,1.7938992872260187,0.9621614526428474,2,1,1
21973,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6252562463805974,1.3376958634330953,1,1,1
12706,White,Male,30,Private,8,Prof-specialty,<=50K,>50K,-0.1641487311551099,0.07307115274230759,0,1,0
44808,White,Male,40,Local-gov,12,Handlers-cleaners,<=50K,>50K,-0.30572350266133475,0.16832479504287987,1,1,0
16122,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
8465,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,1,0
37051,Non-White,Male,40,Private,10,Prof-specialty,<=50K,>50K,-0.27724489851903616,0.2943152264550487,1,1,0
23699,White,Male,20,Self-emp-not-inc,14,Prof-specialty,<=50K,>50K,-0.4842079718284341,1.0357486176500872,1,1,0
18443,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
597,White,Male,50,Self-emp-inc,10,Sales,>50K,>50K,-0.2567635116549287,0.25893947369511083,1,1,1
45506,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.12691529066775564,-0.4342224385533481,0,1,0
18929,Non-White,Male,30,Private,10,Exec-managerial,<=50K,>50K,-0.19577638998296545,-0.09702005379558742,0,1,0
6202,Non-White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.10037207734692087,-0.5058095448516902,0,1,0
15945,White,Male,40,Self-emp-not-inc,9,Exec-managerial,<=50K,>50K,-0.37513823604381447,0.38551739667411355,1,1,0
26280,White,Female,70,Unknown,12,Unknown,<=50K,>50K,2.4115499127110147,1.1812833230000335,2,1,0
27370,White,Male,40,Private,9,Prof-specialty,<=50K,>50K,-0.37160797312651517,0.3488913405806048,1,1,0
32,White,Male,20,Self-emp-not-inc,13,Sales,<=50K,>50K,-0.25355984344446064,0.18798660866342656,1,1,0
10218,White,Male,50,Private,10,Adm-clerical,<=50K,>50K,-0.11349012391705268,-0.23592495470213729,0,1,0
14703,White,Female,30,Private,10,Exec-managerial,<=50K,>50K,-0.13816563203398288,-0.061079729696555896,0,1,0
6973,White,Female,50,Private,14,Exec-managerial,>50K,>50K,-0.37883461742896785,0.59761899573159,1,1,1
29632,Non-White,Female,30,Unknown,14,Unknown,>50K,>50K,1.8301917655911644,1.1473491877388005,2,1,1
21444,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
17170,White,Male,40,Self-emp-not-inc,15,Farming-fishing,>50K,>50K,-0.4911418457972167,1.0563263638095572,1,1,1
23735,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
23218,White,Female,60,Unknown,10,Unknown,<=50K,>50K,2.2891620749702435,0.9060918408849267,2,1,0
1707,White,Male,40,State-gov,11,Protective-serv,>50K,>50K,-0.5095497667458836,0.7107996644757627,1,1,1
7003,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
30867,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
9076,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864807780374,-0.2437848474351986,0,1,0
7762,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705264806,0.620340517821499,1,1,1
4828,White,Female,40,Local-gov,10,Adm-clerical,<=50K,>50K,-0.13457191082908823,0.13242065345524315,1,1,0
9792,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
781,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242413782,0.9247276309114513,2,1,0
3472,White,Male,30,Private,13,Craft-repair,<=50K,>50K,-0.3647721194671726,-0.017319405097895476,0,1,0
39229,White,Male,40,Private,13,Craft-repair,>50K,>50K,-0.38931414356777433,0.10402461313003464,1,1,1
42941,White,Male,40,Private,9,Exec-managerial,<=50K,>50K,-0.3146814886910462,0.07890007855789882,1,1,0
5666,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
46963,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.02452070290241997,0.1682999161729619,0,1,1
36873,Non-White,Male,40,Private,12,Farming-fishing,<=50K,>50K,-0.20352728028053288,-0.009865564617524875,0,1,0
14389,Non-White,Male,30,Private,10,Exec-managerial,<=50K,>50K,-0.19577638998296545,-0.09702005379558742,0,1,0
22818,White,Male,20,State-gov,14,Exec-managerial,<=50K,>50K,-0.4869038588214306,0.9154931677478205,1,1,0
12941,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
29816,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
30302,White,Female,40,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.14868920748411166,-0.1230168964902856,0,1,0
8133,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
38326,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,1,0
19417,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.44520251288476825,0.46593472995300533,1,1,1
20145,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
10526,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
38592,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
260,White,Female,50,Private,10,Exec-managerial,<=50K,>50K,-0.12940849452716505,0.034664211982997295,0,1,0
13409,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
26921,White,Male,40,Local-gov,15,Prof-specialty,>50K,>50K,-0.6908094815927774,1.5701813521065082,1,1,1
26051,White,Male,40,Self-emp-inc,3,Craft-repair,>50K,>50K,-0.3017585391333533,0.189555945359063,1,1,1
15264,Non-White,Female,30,Private,15,Prof-specialty,>50K,>50K,-0.39503959065735056,0.8451117073124605,1,1,1
25752,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577386246,0.16254952055766564,1,1,0
45230,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864807780374,-0.2437848474351986,0,1,0
45488,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
20229,White,Female,40,Private,14,Prof-specialty,<=50K,>50K,-0.4690602634718563,0.8932103343026729,1,1,0
28856,White,Male,30,Self-emp-not-inc,6,Farming-fishing,<=50K,>50K,-0.06784483895206322,0.06019739864243305,0,1,0
5127,White,Male,50,State-gov,16,Transport-moving,<=50K,>50K,-0.5697917179910819,1.008088080608381,1,1,0
37542,White,Male,50,Self-emp-not-inc,13,Prof-specialty,<=50K,>50K,-0.5416380197229848,0.9526503158697042,1,1,0
6554,Non-White,Male,30,Local-gov,9,Other-service,<=50K,>50K,-0.1290021872794154,-0.1922055124040261,0,1,0
23113,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,1,0
29685,White,Male,30,Local-gov,13,Protective-serv,<=50K,>50K,-0.5228417121729588,0.7211693023993015,1,1,0
9706,White,Male,50,Self-emp-inc,4,Transport-moving,<=50K,>50K,-0.1839628830065273,0.29899690663074263,1,1,0
13557,White,Male,50,Federal-gov,9,Adm-clerical,>50K,>50K,-0.2290753790364227,-0.07360371608596833,0,1,1
7451,White,Male,40,Private,11,Craft-repair,<=50K,>50K,-0.3328690137232102,-0.06628338469639074,0,1,0
6298,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.29013946459044443,-0.042443939670031294,0,1,0
46588,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
19639,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
43149,Non-White,Male,60,Local-gov,16,Prof-specialty,>50K,>50K,-0.38998752362838124,1.566216260060942,1,1,1
6566,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
42655,White,Male,30,Private,14,Adm-clerical,>50K,>50K,-0.3716733843256733,0.23128588736690223,1,1,1
1291,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
13614,White,Male,30,State-gov,13,Protective-serv,>50K,>50K,-0.541452872489846,0.759763644074258,1,1,1
25815,White,Male,60,Unknown,13,Unknown,<=50K,>50K,1.9943157815626613,1.2474693646327129,2,1,0
10935,White,Male,30,Self-emp-inc,12,Prof-specialty,>50K,>50K,-0.5128424213372482,0.8128997508276118,1,1,1
9259,White,Male,60,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.046688950858457264,0.5312947012153463,1,1,1
11325,White,Male,80,Self-emp-not-inc,7,Farming-fishing,<=50K,>50K,0.14520801543249517,0.007849516532492478,0,1,0
42721,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,1,0
39938,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.3083269896226084,-0.18762740292432087,0,1,0
4402,White,Male,40,Private,13,Machine-op-inspct,<=50K,>50K,-0.33261827501620933,-0.046514153530325966,0,1,0
28800,White,Male,60,Private,9,Transport-moving,<=50K,>50K,0.07029597800825223,-0.15438500982013553,0,1,0
8148,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.12691529066775564,-0.4342224385533481,0,1,0
35296,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242413782,0.9247276309114513,2,1,0
28907,White,Female,30,Federal-gov,13,Prof-specialty,<=50K,>50K,-0.45354983243994274,0.6939745046635807,1,1,0
8560,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
20690,White,Female,50,Private,10,Exec-managerial,<=50K,>50K,-0.12940849452716505,0.034664211982997295,0,1,0
25603,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,1,0
17875,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
2596,White,Female,30,State-gov,10,Prof-specialty,<=50K,>50K,-0.3151712352506856,0.6652646625628041,1,1,0
12650,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,1,0
11213,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
2199,Non-White,Male,40,Private,3,Craft-repair,<=50K,>50K,-0.12655779866001865,-0.3518398704625358,0,1,0
30113,White,Male,50,Private,9,Sales,<=50K,>50K,-0.17592584578907303,-0.2278802280009319,0,1,0
34940,White,Male,50,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3622199929494823,0.5401197037055646,1,1,1
35064,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5766801148047538,0.8320840470490335,1,1,1
16089,White,Male,40,Private,11,Exec-managerial,>50K,>50K,-0.401108819697603,0.23133381445273501,1,1,1
1168,Non-White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.1932628176245297,0.8137740498597255,2,1,0
