,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_before_onehot,income_after_onehot
16729,Non-White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.30525722052904636,0.12285669121123713,1,1,1
40231,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
21515,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705264806,0.620340517821499,1,1,1
4993,White,Male,50,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.6751685267835981,1.5572647217663067,1,1,1
12816,White,Male,60,Private,14,Exec-managerial,>50K,>50K,-0.23565832640749174,0.7876321668477243,1,1,1
24936,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
7399,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.2865193290161276,0.9214838846640966,1,1,0
22749,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
4060,White,Male,60,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.08497745025518827,0.47491723428917665,1,1,1
44051,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
2389,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
1530,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.41255421560038175,0.42707890038492136,1,1,1
26581,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
33127,White,Male,50,Private,12,Exec-managerial,>50K,<=50K,-0.32803263413237477,0.20821019571458593,1,1,0
22118,White,Male,60,Self-emp-not-inc,13,Exec-managerial,>50K,>50K,-0.22784991110630917,0.7976589680104382,1,1,1
29206,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
27181,White,Male,30,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3709771304563001,0.4443757620260114,1,1,1
48154,White,Male,50,Federal-gov,10,Adm-clerical,>50K,>50K,-0.19078687963969168,-0.017226249159798725,0,1,1
46894,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
24041,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.33331947372978415,0.4052688075067744,1,1,0
5313,Non-White,Male,40,Private,11,Prof-specialty,>50K,>50K,-0.40196072892232393,0.39037149542371524,1,1,1
16842,White,Male,40,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.6449452774587047,1.1286745640025342,1,1,1
15180,White,Male,60,Private,12,Adm-clerical,>50K,>50K,0.05843269381867484,-0.02239231375980288,0,1,1
36107,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
22600,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
45089,White,Male,50,State-gov,13,Adm-clerical,>50K,>50K,-0.4147302029461384,0.48679244232960883,1,1,1
9019,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
41930,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
43460,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
23132,White,Male,50,Unknown,11,Unknown,>50K,>50K,1.7938992872260187,0.9621614526428474,2,1,1
21973,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6252562463805974,1.3376958634330953,1,1,1
21360,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
3457,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
9905,White,Male,40,Private,14,Sales,>50K,<=50K,-0.42036263090156434,0.41705209922220743,1,1,0
18443,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
597,White,Male,50,Self-emp-inc,10,Sales,>50K,>50K,-0.2567635116549287,0.25893947369511083,1,1,1
13698,White,Male,60,Local-gov,13,Exec-managerial,>50K,<=50K,-0.26886112221788744,0.9088004384559212,1,1,0
6973,White,Female,50,Private,14,Exec-managerial,>50K,>50K,-0.37883461742896785,0.59761899573159,1,1,1
29632,Non-White,Female,30,Unknown,14,Unknown,>50K,>50K,1.8301917655911644,1.1473491877388005,2,1,1
17170,White,Male,40,Self-emp-not-inc,15,Farming-fishing,>50K,>50K,-0.4911418457972167,1.0563263638095572,1,1,1
23735,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
1707,White,Male,40,State-gov,11,Protective-serv,>50K,>50K,-0.5095497667458836,0.7107996644757627,1,1,1
6334,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
7003,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
30867,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
7762,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705264806,0.620340517821499,1,1,1
18690,White,Male,30,Local-gov,14,Prof-specialty,>50K,<=50K,-0.6596715309953318,1.2646383615891348,1,1,0
720,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
39229,White,Male,40,Private,13,Craft-repair,>50K,>50K,-0.38931414356777433,0.10402461313003464,1,1,1
5666,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
46963,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.02452070290241997,0.1682999161729619,0,1,1
17573,White,Male,40,Private,12,Tech-support,>50K,<=50K,-0.3044135033191183,0.013780980638121988,0,1,0
12941,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
24887,White,Male,50,Federal-gov,10,Exec-managerial,>50K,<=50K,-0.32039058340953463,0.3283761744780301,1,1,0
8133,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
19417,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.44520251288476825,0.46593472995300533,1,1,1
13880,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
5310,White,Male,40,Local-gov,13,Exec-managerial,>50K,<=50K,-0.5590219080065136,0.8194006008408581,1,1,0
26921,White,Male,40,Local-gov,15,Prof-specialty,>50K,>50K,-0.6908094815927774,1.5701813521065082,1,1,1
26051,White,Male,40,Self-emp-inc,3,Craft-repair,>50K,>50K,-0.3017585391333533,0.189555945359063,1,1,1
15264,Non-White,Female,30,Private,15,Prof-specialty,>50K,>50K,-0.39503959065735056,0.8451117073124605,1,1,1
13557,White,Male,50,Federal-gov,9,Adm-clerical,>50K,>50K,-0.2290753790364227,-0.07360371608596833,0,1,1
19639,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
14749,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
43149,Non-White,Male,60,Local-gov,16,Prof-specialty,>50K,>50K,-0.38998752362838124,1.566216260060942,1,1,1
42655,White,Male,30,Private,14,Adm-clerical,>50K,>50K,-0.3716733843256733,0.23128588736690223,1,1,1
13614,White,Male,30,State-gov,13,Protective-serv,>50K,>50K,-0.541452872489846,0.759763644074258,1,1,1
10935,White,Male,30,Self-emp-inc,12,Prof-specialty,>50K,>50K,-0.5128424213372482,0.8128997508276118,1,1,1
9259,White,Male,60,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.046688950858457264,0.5312947012153463,1,1,1
18600,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
36887,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
44935,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
8560,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
11213,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
34940,White,Male,50,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3622199929494823,0.5401197037055646,1,1,1
35064,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5766801148047538,0.8320840470490335,1,1,1
29315,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
16089,White,Male,40,Private,11,Exec-managerial,>50K,>50K,-0.401108819697603,0.23133381445273501,1,1,1
22249,White,Male,30,Self-emp-inc,6,Transport-moving,>50K,>50K,-0.1334275161997229,-0.0059403548682440055,0,1,1
12713,Non-White,Male,40,Self-emp-not-inc,9,Craft-repair,>50K,>50K,-0.2508238548586737,-0.023053383526737938,0,1,1
25102,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
24386,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6252562463805974,1.3376958634330953,1,1,1
30707,White,Male,30,Private,13,Tech-support,>50K,<=50K,-0.37609363302088933,0.06026850242638942,1,1,0
22431,White,Male,30,Self-emp-inc,13,Sales,>50K,>50K,-0.4466816094095984,0.42955979881064965,1,1,1
27937,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
5770,White,Male,50,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.40050849234621333,0.483742236779395,1,1,1
6534,White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.36133179573979435,0.23381027226296286,1,1,1
41092,White,Male,40,Federal-gov,10,Adm-clerical,>50K,>50K,-0.22408604124711123,0.0083738273885782,0,1,1
39561,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
28972,White,Male,50,Federal-gov,12,Craft-repair,>50K,>50K,-0.337089583880621,0.12929170210779875,1,1,1
21728,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
13210,White,Male,60,Private,10,Exec-managerial,>50K,<=50K,0.013767796494311044,0.2246773830991315,1,1,0
5008,White,Male,50,Private,16,Exec-managerial,>50K,>50K,-0.5445292801205203,0.8744198763648242,1,1,1
44692,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
25639,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
12307,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
40372,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
31598,Non-White,Male,40,Private,13,Prof-specialty,>50K,>50K,-0.45840585876688805,0.5606794932501407,1,1,1
15040,White,Male,60,Private,13,Exec-managerial,>50K,>50K,-0.16739316375354088,0.4910416498942235,1,1,1
35822,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
26792,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
27199,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
19288,White,Female,60,State-gov,16,Prof-specialty,>50K,>50K,-0.3509879259962858,1.64075092583493,1,1,1
14384,White,Male,60,Self-emp-inc,5,Craft-repair,>50K,>50K,0.05441959234590676,0.27246437389687006,1,1,1
8609,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
46587,White,Male,40,Private,12,Tech-support,>50K,<=50K,-0.3044135033191183,0.013780980638121988,0,1,0
30972,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
44375,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
21295,White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.26237454064384225,-0.0480036395375914,0,1,1
32497,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
37888,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
5190,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
3948,White,Male,50,Private,9,Tech-support,>50K,>50K,-0.22446403466295062,-0.16672928961531897,0,1,1
17481,White,Male,60,Self-emp-inc,14,Sales,>50K,>50K,-0.24932801037552482,0.9368941716071436,1,1,1
47845,White,Male,40,Private,16,Sales,>50K,>50K,-0.47237196043338625,0.6188397229027474,1,1,1
457,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
14542,White,Male,30,State-gov,16,Prof-specialty,>50K,<=50K,-0.7302920208440409,1.505020326944631,1,1,0
9588,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
10124,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
719,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.5012770880955162,0.576888311004731,1,1,1
6154,White,Male,30,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3709771304563001,0.4443757620260114,1,1,1
7649,White,Male,40,State-gov,16,Prof-specialty,>50K,>50K,-0.7548340449446426,1.6263643451725611,1,1,1
34694,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
9119,White,Male,40,State-gov,13,Exec-managerial,>50K,>50K,-0.5776330683234008,0.8579949425158145,1,1,1
39871,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
17169,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
14360,White,Male,50,Private,12,Sales,>50K,<=50K,-0.22257615283782117,-0.07297003429586787,0,1,0
7226,White,Female,30,Private,14,Exec-managerial,>50K,>50K,-0.3875917549357857,0.5018750540520368,1,1,1
15453,White,Male,30,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.6706696494155754,1.3552845148241917,1,1,1
22097,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
9522,Non-White,Male,50,Private,8,Machine-op-inspct,>50K,>50K,0.08254514052388265,-0.6602857144620573,0,1,1
45890,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5766801148047538,0.8320840470490335,1,1,1
7384,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346392342,-0.17150276107476228,0,1,0
2468,White,Male,60,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.14364686816500666,0.5987421509428349,1,1,1
41780,White,Male,60,Unknown,15,Unknown,>50K,>50K,1.9194546924118663,1.7282588538756571,2,1,1
29893,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
31386,White,Male,50,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3622199929494823,0.5401197037055646,1,1,1
45441,White,Male,50,Unknown,11,Unknown,>50K,>50K,1.7938992872260187,0.9621614526428474,2,1,1
23894,White,Male,40,Federal-gov,13,Adm-clerical,>50K,>50K,-0.4052470014949632,0.27473809418367023,1,1,1
2863,White,Male,40,Private,10,Tech-support,>50K,<=50K,-0.21947469687363916,-0.08475174614077244,0,1,0
12219,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
14837,White,Male,50,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5433809531973343,0.8064839705006566,1,1,1
26080,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
19937,White,Male,60,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.28477639554177814,1.0676502300331443,1,1,1
33884,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
47326,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
48777,White,Male,60,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.35963748469257295,1.5484397192760884,1,1,1
24476,Non-White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.22530775187287866,-0.057653579042203834,0,1,1
26130,Non-White,Male,40,Private,10,Sales,>50K,>50K,-0.11486193278901358,-0.2568562655781111,0,1,1
31913,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
48623,White,Male,40,Private,13,Adm-clerical,>50K,>50K,-0.3279502457723242,0.056039388641331594,1,1,1
4183,Non-White,Male,40,Private,10,Exec-managerial,>50K,>50K,-0.2203184140835672,0.02432396443234272,0,1,1
26368,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
31316,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
15959,Non-White,Male,60,Private,1,Transport-moving,>50K,>50K,0.4249953794301509,-0.12526357025593826,0,1,1
46325,White,Male,40,Private,14,Tech-support,>50K,>50K,-0.46890081977544196,0.47820303760782035,1,1,1
45998,White,Male,40,Private,15,Exec-managerial,>50K,>50K,-0.5324150386929619,0.8824313015221046,1,1,1
23640,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
27993,White,Male,30,Private,16,Prof-specialty,>50K,<=50K,-0.6102129020628071,1.048667196707977,1,1,0
46763,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
29466,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
39522,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
20117,White,Male,30,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.552138090704152,0.7107400288211034,1,1,0
24310,White,Female,50,Private,16,Craft-repair,>50K,>50K,-0.362604140986397,0.5017894202630042,1,1,1
1715,White,Male,50,Private,13,Transport-moving,>50K,>50K,-0.32943810702407533,0.05335680973768606,0,1,1
9853,White,Female,50,Private,16,Prof-specialty,>50K,>50K,-0.4877704313962587,1.069397881434836,1,1,1
29652,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
3640,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
24594,White,Male,50,State-gov,15,Exec-managerial,>50K,>50K,-0.6191949958667761,1.3131843552103817,1,1,1
19243,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
36022,White,Male,60,Private,13,Prof-specialty,>50K,>50K,-0.22431964818900982,0.7610329119169295,1,1,1
31611,White,Female,50,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.42795268656325425,0.87763705891701,1,1,1
6906,White,Male,40,Private,10,Exec-managerial,>50K,<=50K,-0.27639298929431516,0.13527754548406842,1,1,0
31748,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
31985,White,Male,30,Private,12,Exec-managerial,>50K,>50K,-0.3367897716391926,0.11246625403503273,1,1,1
14008,White,Female,50,Private,16,Prof-specialty,>50K,>50K,-0.4877704313962587,1.069397881434836,1,1,1
26847,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
9878,Non-White,Female,30,Federal-gov,12,Tech-support,>50K,>50K,-0.18740832657067702,-0.07483117005188947,0,1,1
27449,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
6611,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
9630,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
46212,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
22274,White,Male,50,Private,12,Sales,>50K,<=50K,-0.22257615283782117,-0.07297003429586787,0,1,0
8792,White,Male,50,State-gov,13,Exec-managerial,>50K,<=50K,-0.5443339067159813,0.8323948659674376,1,1,0
31334,White,Male,50,Local-gov,14,Prof-specialty,>50K,>50K,-0.650914393488514,1.360382303268688,1,1,1
24077,White,Male,50,Self-emp-inc,10,Sales,>50K,>50K,-0.2567635116549287,0.25893947369511083,1,1,1
33880,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.6347549261634089,1.1700112149359072,1,1,1
16621,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.41255421560038175,0.42707890038492136,1,1,1
11570,White,Male,40,Self-emp-inc,11,Exec-managerial,>50K,>50K,-0.5202349849601896,0.6617760492226081,1,1,1
41561,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
12906,Non-White,Male,40,Private,10,Exec-managerial,>50K,>50K,-0.2203184140835672,0.02432396443234272,0,1,1
11615,White,Male,60,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.28477639554177814,1.0676502300331443,1,1,1
23562,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
3766,White,Male,60,State-gov,16,Prof-specialty,>50K,>50K,-0.46467325915601637,1.7157641827876242,1,1,1
40746,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
9201,White,Female,70,Federal-gov,9,Adm-clerical,>50K,>50K,0.3487982224907651,0.14304169646098988,0,1,1
31189,White,Male,40,Private,10,Exec-managerial,>50K,<=50K,-0.27639298929431516,0.13527754548406842,1,1,0
39131,White,Female,50,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.42795268656325425,0.87763705891701,1,1,1
41255,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
40559,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
16249,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
33277,White,Male,40,Self-emp-inc,14,Farming-fishing,>50K,>50K,-0.5432153372101912,0.9959523081737723,1,1,1
36464,White,Male,40,State-gov,13,Exec-managerial,>50K,>50K,-0.5776330683234008,0.8579949425158145,1,1,1
18101,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
11772,White,Male,40,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.6449452774587047,1.1286745640025342,1,1,1
21735,White,Male,40,Self-emp-inc,11,Exec-managerial,>50K,>50K,-0.5202349849601896,0.6617760492226081,1,1,1
12807,White,Male,30,Federal-gov,13,Protective-serv,>50K,>50K,-0.49867050943125124,0.5221092193799424,1,1,1
15804,White,Male,50,State-gov,14,Exec-managerial,>50K,>50K,-0.6125990693699321,1.1289853829209384,1,1,1
2418,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
35215,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.41255421560038175,0.42707890038492136,1,1,1
5067,Non-White,Male,40,Private,10,Sales,>50K,>50K,-0.11486193278901358,-0.2568562655781111,0,1,1
44301,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
36870,Non-White,Female,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.514453646725455,1.200015541812645,1,1,1
37592,White,Male,60,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.046688950858457264,0.5312947012153463,1,1,1
41232,White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.36133179573979435,0.23381027226296286,1,1,1
25495,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
7202,White,Male,20,Self-emp-not-inc,7,Transport-moving,>50K,>50K,0.10303186064151103,-0.32745772706873333,0,1,1
42059,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
17327,White,Male,50,Self-emp-not-inc,13,Sales,>50K,>50K,-0.37925505399296217,0.40147882383654443,1,1,1
4789,Non-White,Female,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.514453646725455,1.200015541812645,1,1,1
11119,White,Male,30,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.552138090704152,0.7107400288211034,1,1,0
21390,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
3225,White,Male,30,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.5503951572298026,0.856906374190151,1,1,1
45069,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.6347549261634089,1.1700112149359072,1,1,1
45884,White,Male,30,State-gov,11,Prof-specialty,>50K,>50K,-0.5535723988137039,0.8363341884841651,1,1,1
9703,White,Male,30,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.4092656298530311,0.3879982950998418,1,1,1
17290,White,Male,30,Private,14,Prof-specialty,>50K,<=50K,-0.5582035725309852,0.846879573027437,1,1,0
9576,White,Male,30,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.6204032533581029,1.007330545774604,1,1,1
18982,White,Male,50,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6164991088737796,1.4334398051126485,1,1,1
12397,Non-White,Male,40,Private,13,Prof-specialty,>50K,>50K,-0.45840585876688805,0.5606794932501407,1,1,1
46069,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
7902,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
26293,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
22725,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
13247,White,Female,30,Private,15,Adm-clerical,>50K,>50K,-0.2645839776627867,0.3404716027036515,1,1,1
28447,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
15158,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
44573,Non-White,Male,30,Private,13,Exec-managerial,>50K,>50K,-0.37693735023081737,0.16934421299950456,1,1,1
18151,Non-White,Male,60,Private,10,Sales,>50K,>50K,0.17529885299961265,-0.16745642796304802,0,1,1
17088,White,Male,40,Private,10,Exec-managerial,>50K,<=50K,-0.27639298929431516,0.13527754548406842,1,1,0
42491,White,Male,30,Self-emp-not-inc,11,Farming-fishing,>50K,>50K,-0.335293602701256,0.28388485851225764,1,1,1
