,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster
46969,White,Male,30,Self-emp-not-inc,5,Craft-repair,<=50K,<=50K,-0.152529751,-0.062104399,0
14663,White,Female,10,Private,6,Other-service,<=50K,<=50K,0.662595807,-0.944759764,0
23185,White,Male,60,Self-emp-inc,11,Exec-managerial,<=50K,>50K,-0.230074199,0.751175887,1
10460,White,Male,30,Private,11,Sales,<=50K,>50K,-0.271110314,-0.171190434,0
29860,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
27782,White,Male,40,Local-gov,9,Prof-specialty,<=50K,<=50K,-0.473075932,0.766650129,1
13403,Non-White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.100384903,0.541659387,2
23520,White,Female,40,Private,10,Craft-repair,<=50K,<=50K,-0.09446785,-0.237352911,0
43041,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
30598,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
18427,White,Male,30,Private,10,Adm-clerical,<=50K,<=50K,-0.122247261,-0.331668896,0
13112,White,Male,60,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.418306903,1.672264636,1
46275,White,Female,20,Private,13,Sales,<=50K,<=50K,-0.079417763,-0.193643966,0
31220,White,Male,30,State-gov,14,Prof-specialty,<=50K,<=50K,-0.678282691,1.303232703,1
38866,White,Male,50,Private,10,Other-service,<=50K,>50K,-0.036563167,-0.346889311,0
13014,White,Male,40,Private,9,Handlers-cleaners,<=50K,<=50K,-0.157605237,-0.404344187,0
17889,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.156446653,-0.394855964,0
37844,White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.012205087,-0.44941717,0
47269,Non-White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.320178502,0.364322218,1
48247,White,Female,50,Private,14,Prof-specialty,<=50K,>50K,-0.435761102,0.867610258,1
47254,Non-White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.05746371,-0.75439006,0
186,White,Male,50,Private,9,Handlers-cleaners,<=50K,>50K,-0.124306076,-0.429944264,0
33586,White,Male,20,Private,7,Transport-moving,<=50K,<=50K,0.163488608,-0.634075045,0
2545,White,Female,10,Private,6,Other-service,<=50K,<=50K,0.662595807,-0.944759764,0
8972,White,Male,10,Private,4,Craft-repair,<=50K,<=50K,0.351327115,-0.501603607,0
26606,White,Male,60,Unknown,13,Unknown,<=50K,>50K,1.994315782,1.247469365,2
2872,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
45501,White,Male,50,Local-gov,14,Prof-specialty,>50K,>50K,-0.650914393,1.360382303,1
19404,Non-White,Female,40,Private,7,Other-service,<=50K,<=50K,0.285968124,-0.714831446,0
30731,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.570528222,1.310969123,1
27516,Non-White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.09575221,-0.698012593,0
35931,White,Male,20,Local-gov,14,Prof-specialty,<=50K,<=50K,-0.525219183,1.146890088,1
20758,Non-White,Male,50,Private,6,Craft-repair,>50K,>50K,0.023953487,-0.426524502,0
7403,White,Male,50,Private,13,Adm-clerical,>50K,>50K,-0.294651084,0.030439312,0
10465,White,Male,60,Private,10,Other-service,<=50K,<=50K,0.220298457,-0.231889397,0
29528,White,Male,40,Local-gov,10,Handlers-cleaners,<=50K,>50K,-0.220784696,0.069792068,0
41616,White,Female,30,Self-emp-inc,13,Craft-repair,<=50K,>50K,-0.370212952,0.338109573,1
6000,White,Female,40,Private,13,Sales,<=50K,>50K,-0.238412135,0.045448325,0
33649,White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.157995661,0.577599712,2
10715,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
48478,White,Female,20,Private,14,Prof-specialty,<=50K,<=50K,-0.310065891,0.654118043,1
40097,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242,0.924727631,2
17932,White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.119707162,0.521222245,2
13365,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.708467688,1.582864798,1
39076,Non-White,Female,30,State-gov,10,Prof-specialty,<=50K,<=50K,-0.25909666,0.554311082,1
11243,White,Male,40,Self-emp-inc,9,Farming-fishing,>50K,>50K,-0.332077714,0.376620057,1
48057,White,Male,30,Self-emp-inc,10,Protective-serv,<=50K,>50K,-0.359338959,0.467488482,1
3641,Non-White,Male,30,Local-gov,12,Adm-clerical,<=50K,<=50K,-0.252579451,0.073669038,0
37689,Non-White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,0.009224148,-0.574013201,0
26425,White,Male,10,Unknown,10,Unknown,<=50K,<=50K,2.361355825,0.470879178,2
34008,White,Male,20,Unknown,9,Unknown,<=50K,<=50K,2.006021829,0.596235502,2
15459,White,Female,20,Local-gov,13,Protective-serv,<=50K,<=50K,-0.274704031,0.528407772,1
34138,White,Female,60,Private,9,Sales,<=50K,<=50K,0.194621112,-0.187893571,0
24576,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
34887,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
11307,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
18657,White,Male,30,Unknown,9,Unknown,<=50K,<=50K,1.871569481,0.713983775,2
22372,White,Male,10,Self-emp-inc,7,Farming-fishing,<=50K,<=50K,0.368321199,-0.19540393,0
27342,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
1294,White,Female,60,Private,9,Exec-managerial,<=50K,>50K,0.08916463,0.093286659,0
9454,White,Male,30,Federal-gov,10,Exec-managerial,>50K,<=50K,-0.329147721,0.232632233,1
45314,White,Male,60,Private,9,Craft-repair,<=50K,>50K,0.043719103,-0.129317283,0
9053,Non-White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.100384903,0.541659387,2
3316,White,Female,40,Self-emp-not-inc,12,Exec-managerial,<=50K,<=50K,-0.30810321,0.465414333,1
9258,White,Male,60,Private,9,Craft-repair,<=50K,>50K,0.043719103,-0.129317283,0
42216,Non-White,Female,40,Private,12,Exec-managerial,<=50K,<=50K,-0.191571887,0.047843434,0
28710,Non-White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,0.029991162,-0.616748218,0
6717,White,Female,40,Self-emp-inc,9,Other-service,<=50K,<=50K,-0.11359166,-0.022237724,0
37242,White,Female,60,Private,9,Adm-clerical,<=50K,<=50K,0.218768334,-0.252315764,0
24925,Non-White,Male,30,Self-emp-not-inc,13,Other-service,>50K,>50K,-0.230863437,0.019394751,0
31626,White,Female,20,Private,10,Prof-specialty,<=50K,<=50K,-0.060639768,0.091163259,0
37828,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.64979827,1.459039882,1
7776,White,Male,20,Private,11,Craft-repair,<=50K,<=50K,-0.173874642,-0.305375676,0
26282,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.627287071,1.115991118,1
1789,Non-White,Female,60,Private,9,Adm-clerical,<=50K,<=50K,0.274842909,-0.363269345,0
48460,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.708467688,1.582864798,1
40238,Non-White,Male,40,Private,6,Machine-op-inspct,<=50K,<=50K,0.047350194,-0.551463192,0
16672,White,Female,40,Private,10,Handlers-cleaners,<=50K,<=50K,-0.005631405,-0.422979977,0
27177,White,Female,40,Private,11,Prof-specialty,<=50K,>50K,-0.344349971,0.42631182,1
33434,White,Female,40,Private,10,Other-service,<=50K,<=50K,0.043823004,-0.396302492,0
39452,White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,-0.026083413,-0.505794637,0
15840,Non-White,Male,30,Private,10,Handlers-cleaners,<=50K,<=50K,-0.038700138,-0.58026432,0
40309,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
24051,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.156446653,-0.394855964,0
45610,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328,0.652612969,2
29795,White,Female,40,Private,14,Prof-specialty,<=50K,>50K,-0.469060263,0.893210334,1
43599,Non-White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,0.047512647,-0.517635734,0
40779,White,Male,10,Private,7,Sales,<=50K,<=50K,0.491173906,-0.774304139,0
14798,White,Female,40,Private,9,Craft-repair,<=50K,>50K,-0.13275635,-0.293730378,0
3711,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.625256246,1.337695863,1
36803,White,Male,10,Private,10,Other-service,<=50K,<=50K,0.406177541,-0.742115317,0
46348,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.133063213,-0.525688205,0
14308,White,Female,30,Private,9,Prof-specialty,<=50K,<=50K,-0.233380616,0.152534065,1
20885,Non-White,Male,70,Unknown,5,Unknown,<=50K,<=50K,2.530416116,0.961772227,2
6742,White,Female,30,Local-gov,14,Prof-specialty,<=50K,>50K,-0.545986198,1.189625105,1
13391,Non-White,Male,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.109129215,-0.601553487,0
34535,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346,-0.171502761,0
39414,White,Female,10,Private,7,Transport-moving,<=50K,<=50K,0.594219438,-0.890822092,0
26149,White,Male,50,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.611646116,1.103074487,1
12610,White,Female,60,Private,13,Exec-managerial,<=50K,>50K,-0.053707831,0.416028393,1
36152,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.333319474,0.405268808,1
8728,White,Male,30,State-gov,9,Protective-serv,<=50K,>50K,-0.398580412,0.43702191,1
9876,White,Female,50,Private,15,Prof-specialty,>50K,>50K,-0.442357028,1.05180923,1
33744,White,Male,10,Private,6,Sales,<=50K,<=50K,0.447836295,-0.694359957,0
7261,White,Male,50,Self-emp-not-inc,6,Craft-repair,<=50K,<=50K,-0.092577836,-0.008953603,0
39863,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
45516,White,Female,10,Private,10,Other-service,<=50K,<=50K,0.519862874,-0.817128574,0
29473,Non-White,Female,20,Private,9,Other-service,<=50K,<=50K,0.220603452,-0.802725831,0
28869,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577,0.162549521,1
47797,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
30137,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
28281,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.634754926,1.170011215,1
1741,Non-White,Male,20,Private,13,Sales,<=50K,<=50K,-0.137028521,-0.229584291,0
5257,White,Male,30,Federal-gov,10,Armed-Forces,>50K,<=50K,-0.281704672,-0.002843964,0
10710,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529,-0.574023977,0
39265,Non-White,Female,30,Private,13,Sales,<=50K,<=50K,-0.157795536,-0.186849274,0
48339,White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.361331796,0.233810272,1
37627,White,Female,60,Private,11,Sales,<=50K,<=50K,0.108193781,-0.035459835,0
4332,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
13607,Non-White,Female,50,Local-gov,14,Exec-managerial,<=50K,>50K,-0.424228001,0.904424203,1
17650,White,Female,40,Local-gov,11,Adm-clerical,<=50K,>50K,-0.259287741,0.228476922,1
21943,White,Male,30,Private,14,Adm-clerical,>50K,>50K,-0.371673384,0.231285887,1
20950,Non-White,Female,40,State-gov,16,Prof-specialty,<=50K,<=50K,-0.585074137,1.440397507,1
18330,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
29374,White,Male,60,Private,13,Exec-managerial,>50K,>50K,-0.167393164,0.49104165,1
20878,White,Female,30,Unknown,9,Unknown,<=50K,<=50K,1.985254814,0.638970518,2
12363,White,Female,50,Local-gov,14,Prof-specialty,<=50K,>50K,-0.53722906,1.285369046,1
2094,Non-White,Male,40,Private,10,Exec-managerial,>50K,>50K,-0.220318414,0.024323964,0
33053,White,Male,10,Unknown,10,Unknown,<=50K,<=50K,2.361355825,0.470879178,2
1985,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
47038,Non-White,Male,20,Private,13,Craft-repair,<=50K,<=50K,-0.174245196,-0.24602126,0
15543,Non-White,Female,10,Private,8,Other-service,<=50K,<=50K,0.720566167,-1.138935791,0
43946,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
1029,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
11668,White,Female,20,Private,8,Adm-clerical,<=50K,<=50K,0.270519138,-0.735284063,0
4433,White,Male,20,Federal-gov,10,Exec-managerial,<=50K,<=50K,-0.194695373,0.114883959,1
10618,White,Female,20,Private,11,Other-service,<=50K,<=50K,0.078101546,-0.539338514,0
20013,White,Male,40,State-gov,9,Other-service,<=50K,>50K,-0.228229947,0.078686429,0
22449,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
1501,White,Male,20,Private,12,Exec-managerial,<=50K,<=50K,-0.202337424,-0.005282019,0
37203,Non-White,Male,50,State-gov,13,Machine-op-inspct,<=50K,>50K,-0.363323657,0.273285319,1
45640,White,Female,20,Private,9,Exec-managerial,<=50K,<=50K,-0.042001783,-0.23520547,0
39846,White,Female,30,State-gov,10,Adm-clerical,<=50K,<=50K,-0.128641047,0.049670977,0
44285,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
26236,White,Male,10,Private,4,Craft-repair,<=50K,<=50K,0.351327115,-0.501603607,0
25188,White,Female,10,Unknown,9,Unknown,<=50K,<=50K,2.436752659,0.339488454,2
18439,White,Male,60,Unknown,13,Unknown,<=50K,>50K,1.994315782,1.247469365,2
19398,White,Female,10,Private,10,Adm-clerical,<=50K,<=50K,0.442935917,-0.706164217,0
8755,White,Female,40,Private,13,Sales,<=50K,>50K,-0.238412135,0.045448325,0
8402,White,Female,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.051518457,-0.565613162,0
3035,White,Male,50,Private,4,Craft-repair,<=50K,<=50K,-0.091413593,-0.106377601,0
13765,White,Male,50,Unknown,11,Unknown,>50K,>50K,1.793899287,0.962161453,2
43162,Non-White,Male,30,Private,9,Sales,<=50K,>50K,-0.128608408,-0.434577751,0
6508,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.684213555,1.38598238,1
27236,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
12481,White,Male,30,Private,11,Tech-support,<=50K,>50K,-0.319648503,-0.110039495,0
19872,White,Male,40,Private,10,Tech-support,>50K,<=50K,-0.219474697,-0.084751746,0
10536,White,Male,40,Private,7,Transport-moving,<=50K,<=50K,0.004494236,-0.394982753,0
29745,Non-White,Male,50,Federal-gov,14,Exec-managerial,>50K,>50K,-0.513742131,0.780377377,1
12629,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.492519951,0.672632253,1
28415,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
46615,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.290139465,-0.04244394,0
9030,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.133063213,-0.525688205,0
38425,White,Female,50,Private,9,Adm-clerical,<=50K,<=50K,-0.03809329,-0.367315679,0
4256,Non-White,Female,30,Private,10,Tech-support,<=50K,<=50K,-0.025172764,-0.392062602,0
46488,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112,0.698232329,1
22021,White,Male,60,Private,5,Machine-op-inspct,<=50K,<=50K,0.230241626,-0.308516628,0
12657,White,Male,30,Self-emp-not-inc,9,Machine-op-inspct,<=50K,<=50K,-0.225660537,-0.183982587,0
27006,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
21779,White,Male,30,State-gov,12,Other-service,<=50K,<=50K,-0.25033823,0.112252604,1
29513,White,Male,40,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.273408296,0.252795141,1
44659,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.319326592,0.205284537,1
2069,White,Female,40,Private,9,Sales,<=50K,<=50K,-0.095539674,-0.277293408,0
19232,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.570528222,1.310969123,1
6122,White,Female,20,Private,10,Exec-managerial,<=50K,<=50K,-0.003713284,-0.178828003,0
2709,Non-White,Female,20,Private,10,Sales,<=50K,<=50K,0.157817773,-0.570961814,0
28222,White,Male,50,Private,7,Farming-fishing,<=50K,<=50K,0.044706657,-0.23062016,0
33069,White,Female,30,Unknown,13,Unknown,<=50K,>50K,1.842382353,0.961712252,2
19305,White,Female,60,Private,9,Machine-op-inspct,<=50K,<=50K,0.214100305,-0.354869307,0
18905,White,Male,40,Federal-gov,7,Tech-support,<=50K,<=50K,-0.110700908,-0.073628414,0
5183,White,Male,60,Private,4,Transport-moving,<=50K,>50K,0.192024906,-0.016445414,0
9870,White,Male,50,Federal-gov,15,Adm-clerical,>50K,>50K,-0.446808929,0.729927507,1
32892,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
20123,White,Male,40,Private,11,Sales,<=50K,>50K,-0.295652338,-0.049846416,0
26314,Non-White,Male,20,Private,11,Other-service,<=50K,<=50K,0.020490788,-0.575278839,0
45703,White,Male,40,Local-gov,13,Exec-managerial,>50K,<=50K,-0.559021908,0.819400601,1
16106,White,Male,40,Private,9,Other-service,<=50K,<=50K,-0.108150828,-0.377666702,0
33712,White,Female,50,Private,9,Adm-clerical,<=50K,<=50K,-0.03809329,-0.367315679,0
3300,White,Male,20,Private,9,Other-service,<=50K,<=50K,0.050843544,-0.616758993,0
33316,White,Male,20,Private,12,Exec-managerial,<=50K,<=50K,-0.202337424,-0.005282019,0
36623,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.576680115,0.832084047,1
9051,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.64979827,1.459039882,1
35314,White,Female,50,Private,9,Machine-op-inspct,<=50K,<=50K,-0.042761319,-0.469869221,0
22170,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
16809,White,Female,40,Private,12,Exec-managerial,<=50K,>50K,-0.247646463,0.158797015,1
37803,White,Female,30,Private,9,Exec-managerial,<=50K,<=50K,-0.176454131,-0.117457197,0
47063,White,Female,30,State-gov,15,Prof-specialty,>50K,>50K,-0.571193285,1.412418419,1
47594,White,Female,20,Self-emp-not-inc,13,Prof-specialty,<=50K,>50K,-0.302257476,0.664144844,1
8562,White,Female,50,Private,10,Adm-clerical,<=50K,<=50K,0.000195209,-0.310938212,0
20683,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745597,0.968223591,1
5547,White,Female,40,Private,13,Adm-clerical,<=50K,>50K,-0.214264913,-0.018973868,0
15484,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.501277088,0.576888311,1
47450,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
3587,White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,-0.046850428,-0.46305962,0
39861,Non-White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.181964995,-0.635384008,0
30660,White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.157995661,0.577599712,2
24650,White,Male,80,Private,9,Sales,<=50K,<=50K,-0.01496774,-0.29602787,0
37531,White,Female,40,Local-gov,13,Prof-specialty,<=50K,>50K,-0.502263059,1.014378606,1
1418,White,Male,20,Local-gov,9,Other-service,<=50K,<=50K,-0.050624414,-0.199000205,0
33846,Non-White,Female,30,State-gov,9,Other-service,<=50K,<=50K,-0.033928014,-0.228624428,0
26302,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192,-0.580807894,0
25567,Non-White,Female,40,Private,9,Craft-repair,<=50K,<=50K,-0.076681774,-0.404683959,0
6773,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346,-0.171502761,0
12398,Non-White,Male,50,Private,10,Prof-specialty,>50K,>50K,-0.243945737,0.26871515,1
43868,Non-White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.015317877,-0.452669183,0
46896,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
9138,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.05527054,-0.25806616,0
28425,White,Female,30,Private,9,Exec-managerial,<=50K,<=50K,-0.176454131,-0.117457197,0
5572,White,Male,70,Unknown,9,Unknown,<=50K,<=50K,2.344514887,1.101386386,2
4264,White,Female,20,Unknown,6,Unknown,<=50K,<=50K,2.300728595,0.449968521,2
44578,White,Male,60,Private,10,Other-service,<=50K,<=50K,0.220298457,-0.231889397,0
23847,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
42986,White,Female,40,Private,12,Adm-clerical,<=50K,<=50K,-0.118042759,-0.186805408,0
21150,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.162707656,0.060264289,0
35816,Non-White,Male,20,Unknown,2,Unknown,<=50K,<=50K,2.148280593,0.406946601,2
17874,White,Male,10,Private,7,Machine-op-inspct,<=50K,<=50K,0.510653099,-0.941279875,0
34006,Non-White,Female,60,Private,10,Transport-moving,<=50K,<=50K,0.278344386,-0.283974381,0
44101,White,Male,50,Private,15,Exec-managerial,>50K,>50K,-0.499115877,0.856831225,1
6128,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
41789,White,Female,40,Private,9,Other-service,<=50K,<=50K,0.005534505,-0.452679959,0
47865,Non-White,Male,20,Private,9,Other-service,<=50K,<=50K,0.106918119,-0.727712574,0
21290,White,Male,20,Private,3,Handlers-cleaners,<=50K,<=50K,0.065198444,-0.665605648,0
22783,White,Male,20,Private,13,Sales,<=50K,>50K,-0.193103096,-0.118630709,0
23136,White,Male,10,Private,9,Transport-moving,<=50K,<=50K,0.256175062,-0.664610929,0
20671,White,Female,20,Private,9,Exec-managerial,<=50K,<=50K,-0.042001783,-0.23520547,0
5160,White,Female,30,Local-gov,13,Prof-specialty,<=50K,>50K,-0.477721035,0.893034588,1
13438,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
40795,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
16296,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.634754926,1.170011215,1
47044,White,Female,20,Private,10,Sales,<=50K,<=50K,0.101743197,-0.460008233,0
16588,Non-White,Female,10,Unknown,10,Unknown,<=50K,<=50K,2.531115734,0.28491234,2
37018,White,Male,50,Private,4,Adm-clerical,<=50K,<=50K,-0.030049695,-0.154362826,0
14889,White,Male,30,Federal-gov,9,Transport-moving,<=50K,<=50K,-0.272619539,-0.14643016,0
44131,White,Male,50,Private,9,Protective-serv,<=50K,>50K,-0.269744155,0.076412722,0
10157,White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,-0.008561928,-0.406682153,0
14683,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
43676,White,Female,30,Private,13,Tech-support,<=50K,>50K,-0.2624083,-0.014744755,0
33213,White,Male,40,Local-gov,10,Transport-moving,<=50K,>50K,-0.283044267,0.230351408,1
46482,White,Male,30,Private,10,Handlers-cleaners,<=50K,<=50K,-0.094774714,-0.469310739,0
43138,Non-White,Female,10,Private,5,Sales,<=50K,<=50K,0.566401425,-0.837733649,0
15498,White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.157995661,0.577599712,2
44543,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
11313,White,Male,40,Self-emp-not-inc,11,Sales,<=50K,>50K,-0.356109086,0.256770903,1
39132,Non-White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,0.029991162,-0.616748218,0
16729,Non-White,Male,40,Private,12,Exec-managerial,>50K,>50K,-0.305257221,0.122856691,1
4311,Non-White,Male,20,Private,7,Transport-moving,<=50K,<=50K,0.219563183,-0.745028626,0
40231,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
21307,Non-White,Female,20,Private,12,Adm-clerical,<=50K,<=50K,0.097026189,-0.536851281,0
21515,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705,0.620340518,1
38537,White,Female,30,Local-gov,9,Tech-support,<=50K,<=50K,-0.221003797,0.0802723,0
30862,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577,0.162549521,1
4993,White,Male,50,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.675168527,1.557264722,1
12104,White,Female,50,Private,12,Exec-managerial,<=50K,<=50K,-0.214347301,0.133196939,1
35281,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192,-0.580807894,0
19371,Non-White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.175781737,0.410268664,2
34643,Non-White,Male,60,Unknown,2,Unknown,<=50K,<=50K,2.279447006,0.73543873,2
7738,White,Male,20,Local-gov,9,Machine-op-inspct,<=50K,<=50K,-0.1322194,-0.19058939,0
12816,White,Male,60,Private,14,Exec-managerial,>50K,>50K,-0.235658326,0.787632167,1
1726,White,Male,20,Private,9,Protective-serv,<=50K,<=50K,-0.144048945,-0.137079493,0
31764,White,Male,30,Private,9,Farming-fishing,<=50K,<=50K,-0.188409524,-0.175166195,0
27572,White,Female,50,Local-gov,15,Prof-specialty,<=50K,<=50K,-0.543824987,1.469568019,1
8880,Non-White,Female,10,Private,9,Sales,<=50K,<=50K,0.43657477,-0.809073071,0
8994,White,Female,40,Private,9,Prof-specialty,<=50K,<=50K,-0.25792264,0.273878084,1
24936,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
21146,White,Female,50,Private,10,Adm-clerical,<=50K,<=50K,0.000195209,-0.310938212,0
47265,White,Female,30,State-gov,16,Prof-specialty,<=50K,>50K,-0.616606688,1.43000707,1
27326,Non-White,Female,60,Private,7,Other-service,<=50K,<=50K,0.57612891,-0.625431608,0
42046,White,Male,30,Private,10,Handlers-cleaners,<=50K,<=50K,-0.094774714,-0.469310739,0
7399,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.286519329,0.921483885,1
33569,White,Male,10,Private,9,Other-service,<=50K,<=50K,0.367889041,-0.798492784,0
20214,White,Male,20,Private,2,Machine-op-inspct,<=50K,<=50K,0.055432747,-0.686683499,0
6257,White,Male,20,Private,7,Machine-op-inspct,<=50K,<=50K,0.193607602,-0.759546085,0
29285,White,Male,50,Private,4,Machine-op-inspct,<=50K,<=50K,-0.034717724,-0.256916368,0
8350,White,Male,40,Private,9,Handlers-cleaners,<=50K,<=50K,-0.157605237,-0.404344187,0
45788,Non-White,Male,40,Private,13,Adm-clerical,<=50K,>50K,-0.271875671,-0.054914192,0
15695,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
33252,White,Female,60,Private,9,Adm-clerical,<=50K,<=50K,0.218768334,-0.252315764,0
